sentence_id,sentence,language
2185,我去年得了中耳炎。,cmn
2186,她五點前不會回來。,cmn
2187,他對藝術一點也不感興趣。,cmn
2188,这个男子竟然是一个私家侦探。,cmn
2189,我聽不到你的聲音。,cmn
2190,我沒去，但我留在家裡。,cmn
2191,我要求說明這個錯誤。,cmn
2192,他在对什么大发雷霆啊？,cmn
2193,我新接触這種工作。,cmn
2194,當我閱讀的時候，我最快樂。,cmn
2195,貝蒂迷上了跳舞。,cmn
2196,我很抱歉給你添麻煩了。,cmn
2197,我很抱歉打擾你了。,cmn
2198,我今天在東京。,cmn
2199,湯姆是瑪莉最要好的朋友。,cmn
2200,我對我的工作感到滿意。,cmn
2201,他打牌很容易被騙。,cmn
2202,他看起来很担心自己的健康。,cmn
2203,湯姆完全不懂得法語。,cmn
2204,她上週去旅行了。,cmn
2205,他們互相幫忙做功課。,cmn
2206,我會彈蕭邦。,cmn
2207,我有麻煩了。,cmn
2208,我不理解你,cmn
2209,汤姆再也不是懒惰的孩子了。,cmn
2210,我不知道他在那裡。,cmn
2211,昨天我買了這個。,cmn
2212,我在這家店買了這支手錶。,cmn
2213,他欺骗了她。,cmn
2214,我清理了桌子。,cmn
2215,我可以在一週內做。,cmn
2216,我正在學如何打字。,cmn
2217,在德國還有野生的熊嗎?,cmn
2218,我全身酸痛。,cmn
2219,熊會爬樹。,cmn
2220,汤姆是个好人吗？,cmn
2221,我總是忘記別人的名字。,cmn
2222,我在車站附近。,cmn
2223,我八點鐘吃了早餐。,cmn
2224,广场被鲜明的灯火照亮。,cmn
2225,无数星星在天上闪烁。,cmn
2226,熊猫是很美的动物。,cmn
2227,我们需要更多员工。,cmn
2228,我把照片從相本上撕了下來。,cmn
2229,我游泳可以游得很快。,cmn
2230,他是城裏最有錢的人。,cmn
2231,我接受了她的邀請。,cmn
2232,瑜珈起源於印度。,cmn
2233,請開車開慢一點。,cmn
2234,我現在要去這家商店。,cmn
2235,我是個學生，但他不是。,cmn
2236,我現在正在讀一本書。,cmn
2237,我願意參加這場會議。,cmn
2238,我的漢語並不完美，但能大致聽懂他所說的。,cmn
2239,我很高興我在那裡。,cmn
2240,這位建築師顯然是一位無微不至的建築師。,cmn
2241,格雷厄姆格林是我最喜歡的作家。,cmn
2242,我趕上了最後一班公車。,cmn
2243,委員會是由科學家和工程師組成的。,cmn
2244,我來日本看京都。,cmn
2245,您何時需要它？,cmn
2246,我總是在外面吃飯。,cmn
2247,我在打棒球。,cmn
2248,我擅長說英語。,cmn
2249,我與他聯繫。,cmn
2250,我可以獨自做。,cmn
2251,我是岩本和人。,cmn
2252,我經常忘記別人的名字。,cmn
2253,我沒在寫信。,cmn
2254,你固然是錯了，但也不能怪你。,cmn
2255,花子虛張聲勢。,cmn
2256,你昨晚有讀法文嗎？,cmn
2257,他每天刮鬍子。,cmn
2258,我住在我姑姑家。,cmn
2259,他們慢慢地向前進。,cmn
2260,我們在火車上十個小時。,cmn
2261,但它聞起來很奇怪。,cmn
2262,每個人都知道他的名字。,cmn
2263,我想跟你说点事。,cmn
2264,這個孩子正在鏗鏗鏘鏘地玩著他的玩具。,cmn
2265,戈登對日本的生活方式感興趣。,cmn
2266,在你上床睡覺之前，你必須把鬧鐘設定好。,cmn
2267,我在這裡出差。,cmn
2268,他的演講吸引了我們的注意。,cmn
2269,證據對他有利。,cmn
2270,你無法把這個手提箱關上，因為你已經塞了太多東西進去了。,cmn
2271,據我所知，她很難被取悅。,cmn
2272,他們把他埋葬在教堂旁的墓園。,cmn
2273,請為我們唱首歌吧。,cmn
2274,今天早上我看到了利茲。,cmn
2275,他没要去日本。,cmn
2276,這個月有很多工資。,cmn
2277,我請我父親幫忙。,cmn
2278,对不起，我来晚了。,cmn
2279,這些橘子很酸。,cmn
2280,我再同意你不過了。,cmn
2281,我非常同意你。,cmn
2282,我天生是一個樂觀主義者。,cmn
2283,我生性樂觀。,cmn
2284,我幾乎釣到了魚。,cmn
2285,我的胸罩髒了。,cmn
2286,我有點不舒服。,cmn
2287,我無法讓他明白。,cmn
2288,失物招领处在哪儿？,cmn
2289,我負擔不起打網球的費用。,cmn
2290,我會寫中文。,cmn
2291,他被你迷住了。,cmn
2292,你們是中國人嗎？,cmn
2293,我在想那個問題。,cmn
2294,我請他在這裡等。,cmn
2295,我買給了他們每人一份禮物。,cmn
2296,我同意您的意見。,cmn
2297,我來自四國。,cmn
2298,当且仅当冰淇淋是香草口味，小王会吃这个冰淇淋。,cmn
2299,我擅長足球。,cmn
2300,我有一輛自行車。,cmn
2301,今天是五號。,cmn
2302,你们这些家伙真不懂事。,cmn
2303,我知道我会赢。,cmn
2304,我們的欄杆是鐵做的。,cmn
2305,我可以自己做。,cmn
2306,我會游泳。,cmn
2307,那個囚犯在牢裡待了兩個月。,cmn
2308,我買了一張專輯給約翰。,cmn
2309,我可以等你。,cmn
2310,我有點醉了。,cmn
2311,這個孩子知道如何游泳，所以她不會在水裡溺死。,cmn
2312,你在寫什麼？,cmn
2313,一位老人打斷了我們的談話。,cmn
2314,你今天真的很有生產力。,cmn
2315,因此，必须进行额外的测试以确保完整的安全性。,cmn
2316,我已經完成了我今天6點任務列表的4點。,cmn
2317,電影什麼時候開始？,cmn
2318,這完全是浪費時間。,cmn
2319,你的行為已經冒犯了他的尊嚴。,cmn
2320,我不記得哪個是我的球拍。,cmn
2321,我參加戲劇社。,cmn
2322,我在這家商店買了一頂帽子。,cmn
2323,喬治在一個大農場上工作。,cmn
2324,我可以聽見門砰砰作響。,cmn
2325,我很滿意我的工作。,cmn
2326,她跑得很快是为了赶上其他成员。,cmn
2327,我打赌他没搞定。,cmn
2328,这本书是托尼的。,cmn
2329,这本书属于托尼。,cmn
2330,我怎么去警察局？,cmn
2331,他来了我们就开始。,cmn
2332,我出了工伤。,cmn
2333,明天見！,cmn
2334,工厂的面积是1000平方米。,cmn
2335,汤姆还不清楚要不要上大学。,cmn
2336,我们到达村子的时候天是暗的。,cmn
2337,贪得无厌。,cmn
2338,你有空的时候来看看我们。,cmn
2339,汤姆对玛丽笑了笑，她也笑着回应了。,cmn
2340,QA团队发现了一个重大bug，因此，建议重新审查所有工作。,cmn
2341,完成这个工作不会花太长时间。,cmn
2342,玫瑰香水的味道充满了房间。,cmn
2343,这幅画被估价数百万元。,cmn
2344,汤姆比玛丽大三岁。,cmn
2345,她不承认她的错误。,cmn
2346,我一点都不怕你。,cmn
2347,今天我爱整个世界。,cmn
2348,我連你叫什麼都不知道。,cmn
2349,在加拿大有很多區域砍伐樹木是非法的。,cmn
2350,我很快會趕上你。,cmn
2351,在越南發生的事就像惡夢一樣。,cmn
2352,这个盒子没有那个盒子大。,cmn
2353,有多少無辜的人在越南被殺了?,cmn
2354,我請你喝杯咖啡。,cmn
2355,它没有教她说话。,cmn
2356,謠言是假的。,cmn
2357,我觉得像这样句子听起来更自然。,cmn
2358,孩子们正在花园里摘花。,cmn
2359,所有的模型都有错，不过有些还是有用的。,cmn
2360,挪威位於北歐，是個高度發展的國家。,cmn
2361,据说他大把钱。,cmn
2362,我也不喜欢他。,cmn
2363,这是在吵什么呀？,cmn
2364,我也不喜欢她。,cmn
2365,12月份巴厘岛极其炎热和潮湿。,cmn
2366,您必须预先付钱。,cmn
2367,你们晚上给我打电话了吗？,cmn
2368,他挑起爭議性高的話題，製造紛爭。,cmn
2369,我父亲的名字叫Fritz。,cmn
2370,六边形有六条边。,cmn
2371,赠与比接受更让人觉得幸福。,cmn
2372,提交申请的最后期限是星期五。,cmn
2373,我永远不会忘记那次跟她一起去夏威夷。,cmn
2374,他是倒数第三个到的。,cmn
2375,你当我说话在放屁，是吗？,cmn
2376,没有我们能还做的事。,cmn
2377,翻译帮助我们更好地了解自己的母语。,cmn
2378,你在哪儿修的照相机？,cmn
2379,他们对法语有很好的掌握度。,cmn
2380,她有点儿面包。,cmn
2381,我痛恨他的黄段子。,cmn
2382,我的肩膀很痛，我不知道怎么办。,cmn
2383,排球很有意思。,cmn
2384,我的傘在哪？,cmn
2385,我们结束了讨论。,cmn
2386,这条路上的车辆不多。,cmn
2387,你该把事实说出来。,cmn
2388,这张沙发起码可以坐三个人。,cmn
2389,水是液体。冻起来就成了固体。,cmn
2390,他们互相尊重。,cmn
2391,在山巔上有一個村莊。,cmn
2392,您很容易就能看出区别。,cmn
2393,你们很容易就能看出区别。,cmn
2394,我想你。我需要见你。我能来吗？,cmn
2395,当我打开门的时候，我发现他睡着了。,cmn
2396,我們還是不要再見面了。,cmn
2397,那是你姐姐还是妹妹？,cmn
2398,這裏附近有沒有郵政局？,cmn
2399,他没疯。,cmn
2400,她生病了。,cmn
2401,为了不去聚会，他编了个好借口。,cmn
2402,我不禁想我的儿子一直都在生。,cmn
2403,珍妮不会游泳。,cmn
2404,她是个数学天才。,cmn
2405,我不推荐在那家餐馆吃饭。食物糟糕透了。,cmn
2406,你们是个非常好的团队，但他们的是最好的。,cmn
2407,没有错误。,cmn
2408,他是个无可救药的家伙。,cmn
2409,工厂制造弹药。,cmn
2410,他就是在这间屋子里出生的。,cmn
2411,他是一個撲克牌高手。,cmn
2412,空气对人来说就是水对鱼的意义。,cmn
2413,我感觉轻松了。,cmn
2414,按住痛处。,cmn
2415,日本的公司通常都會為員工提供制服。,cmn
2416,你不要着急。,cmn
2417,学生们崇拜新的英语老师。,cmn
2418,难民从整个国家涌来。,cmn
2419,我们在这里应该是安全的。,cmn
2420,他是我們的英文老師。,cmn
2421,我现在真需要来杯喝的。,cmn
2422,你完成你的功课了吗？,cmn
2423,雖然下着大雪，但他還是來了。,cmn
2424,您的牙要拔掉。,cmn
2425,一条狗被卡车碾过。,cmn
2426,这儿有人去过夏威夷吗？,cmn
2427,請問售票處在哪裏？,cmn
2428,请拼一下您的名字。,cmn
2429,我要把这本书留给自己。,cmn
2430,那张木椅要多少钱？,cmn
2431,湯姆昨天晚上在看電視嗎？,cmn
2432,那辆车是三辆之中最漂亮的。,cmn
2433,如果我運氣夠好的話，說不定會贏。,cmn
2434,他的衬衫被酱汁弄脏了。,cmn
2435,他围绕着他的孩子们坐着。,cmn
2436,她声称自己没罪。,cmn
2437,你什么时候看见过冰雹吗？,cmn
2438,那房子因为其少有的形状被突显出来。,cmn
2439,Bill在去纽约的路上。,cmn
2440,我住在羅馬。,cmn
2441,我想要出国。,cmn
2442,她总是指望我，指望我能帮她。,cmn
2443,直到如今已经不是新鲜事。,cmn
2444,章鱼有几只手？,cmn
2445,万一我来晚的话，你不要等我。,cmn
2446,鱿鱼有几只手？,cmn
2447,那个嬰兒還不會走路。,cmn
2448,公园在什么方向？,cmn
2449,很多单词我都不懂。,cmn
2450,我哥哥擅長數學。,cmn
2451,我觉得他大概来自意大利。,cmn
2452,我很好奇那个建筑物是什么时候建造的。,cmn
2453,我叫湯姆。,cmn
2454,他被同學欺負。,cmn
2455,很多月亮在土星四周绕轨道运行。,cmn
2456,明年四月你英文是不是會已經學了十年了？,cmn
2457,我爱树干。,cmn
2458,咖啡不能引起我的兴趣。,cmn
2459,用望遠鏡能看見星星。,cmn
2460,昨天他們離開了。,cmn
2461,我京都去過兩次。,cmn
2462,你喜欢这个城市吗？,cmn
2463,我的爸爸現在不在家。,cmn
2464,我每天早上洗脸。,cmn
2465,如果我知道你生病了，我会去医院看望你。,cmn
2466,請你八點叫我起床。,cmn
2467,你住在那裡多久了?,cmn
2468,我不可以借這本書給你。,cmn
2469,他整個上午都在看書。,cmn
2470,月光在照耀著。,cmn
2471,他很快就會來的。,cmn
2472,我跟你一樣高。,cmn
2473,我找不到我的手提箱。,cmn
2474,我決定每天用功讀書。,cmn
2475,世界上有超過一百五十個國家。,cmn
2476,我熟悉這個主題。,cmn
2477,我幾乎總是在放學後打棒球。,cmn
2478,我對這個故事感興趣。,cmn
2479,我幾乎無法了解他說的話。,cmn
2480,我不能忍受。,cmn
2481,我對這位作者的名字很熟悉。,cmn
2482,我買不起一輛車。,cmn
2483,我找不到我的筆。,cmn
2484,我對他的進步感到很滿意。,cmn
2485,我現在正在彈鋼琴。,cmn
2486,我摔斷了右腿。,cmn
2487,我對這附近很熟悉。,cmn
2488,我只能代表我自己講話。,cmn
2489,好暗。,cmn
2490,Tom是二零一零年五月五日出生的。,cmn
2491,這場交通意外讓他失明了。,cmn
2492,今天出奇的熱。,cmn
2493,到底發生了什麽事。,cmn
2494,反正已經太晚了。,cmn
2495,如果我有時間我會來。,cmn
2496,那只鳥是死還是活的？,cmn
2497,她對音樂有興趣。,cmn
2498,谢谢，我吃饱了。,cmn
2499,她太累了学不动了,cmn
2500,為了給他生日驚喜，我準備了一個非常棒的蛋糕。,cmn
2501,日本人是勤奋的国民。,cmn
2502,我是两年前毕业的。,cmn
2503,汤姆，我想跟玛丽谈话。,cmn
2504,“你要在罗马待多久？”“周二就走。”,cmn
2505,你到底在这儿做什么？,cmn
2506,你有兩個弟弟。,cmn
2507,那個男孩已經有八天沒上學了。,cmn
2508,“你怎么来了？”他惊讶地问我。,cmn
2509,由于噪音，我无法集中精力工作了。,cmn
2510,有时候，我不得不读一些无聊的小说。,cmn
2511,他是个咄咄逼人的的人。,cmn
2512,他们喜欢那个,cmn
2513,这里终年寒冷。,cmn
2514,我想关闭我的储蓄账户。,cmn
2515,我通常在外面吃饭。,cmn
2516,我问了比尔他旅行期间天气怎么样。,cmn
2517,这个工作完成了!我们进入下一步吧!,cmn
2518,小心不要在单行道逆向行驶。,cmn
2519,点击图片进入下一页!,cmn
2520,保险使我们意识到我们生活在一个不安全的世界中，可能会生病、面临危险、出现意外等等，我们必须要面对。,cmn
2521,你每个月洗几次车？,cmn
2522,她的手表指向凌晨三点。,cmn
2523,整個地方完全地被雪遮蓋住了。,cmn
2524,气压计下降了 - 要下雨了。,cmn
2525,屋里有人吗？,cmn
2526,沒有他的幫助我也能做。,cmn
2527,沒有她的幫忙我也能做。,cmn
2528,因为你我们才迟了。,cmn
2529,有人站在墙后。,cmn
2530,舉行了一場歡送會以紀念瓊斯先生。,cmn
2531,我儿子下周要去法国了。,cmn
2532,气温突然下降了。,cmn
2533,她總是關心我的健康。,cmn
2534,消息在城里传遍了。,cmn
2535,您怎麼看這個問題？,cmn
2536,他参加辩论,cmn
2537,我們現在去哪裡？去劇場還是電影院？,cmn
2538,说英语很有用。,cmn
2539,我父亲是个大夫。,cmn
2540,这些措施可以预防疾病蔓延。,cmn
2541,请给我同样的东西。,cmn
2542,告诉他该去哪儿。,cmn
2543,我喜欢狗，我妹妹喜欢猫。,cmn
2544,炎炎夏日，空调全天开放让我们保持凉爽。,cmn
2545,去伯明翰的火车从3号站台出发。,cmn
2546,爸爸说他明年就要被升为部门主管了。,cmn
2547,她下午会洗自行车。,cmn
2548,当我死去的时候，谁将庆祝呢？,cmn
2549,專職作家沒有固定的收入。,cmn
2550,我在校庆后打扫的时候弄掉了一把学校的钥匙，我被迫写了一份检讨。,cmn
2551,女孩给我了一枝红玫瑰和一枝白玫瑰。,cmn
2552,谁是你老师？,cmn
2553,我不想被牵扯到这件事里。,cmn
2554,我听到电话响了。,cmn
2555,她有一張照片。,cmn
2556,她上樓了。,cmn
2557,印度在亚洲。,cmn
2558,東歐的酒精消耗量比西歐高。,cmn
2559,今天早饭我吃了些腌鲱鱼。,cmn
2560,你说Tom对我们隐藏了一些事情？,cmn
2561,您知道這附近有便宜的旅館嗎？,cmn
2562,你能来我真高兴。,cmn
2563,学习一种外国的语言不够了。,cmn
2564,要说锻炼身体，虽然我痛恨大部分的运动，觉得它们真的无聊，但是我喜欢去健身房举重。,cmn
2565,就在沙发上。,cmn
2566,汤姆不在你的联盟里。,cmn
2567,你的眼睛真漂亮。,cmn
2568,你真的很漂亮。,cmn
2569,在百货商店前有个书店。,cmn
2570,你對這場比賽有甚麼感想？,cmn
2571,你是个美人。,cmn
2572,你怎麼知道那是湯姆的？,cmn
2573,昨天在下雨。,cmn
2574,你昨天去哪裡了？,cmn
2575,为什么汤姆叫我玛丽？,cmn
2576,汤姆被玛丽替换下来。,cmn
2577,我希望你早点告诉我。,cmn
2578,放弃这个想法吧,cmn
2579,你能在我的背上涂些防晒霜吗？,cmn
2580,这可真好。,cmn
2581,你知道怎么恢复已删除的文件吗？,cmn
2582,相比第二本，我更喜欢汤姆的第一本书。,cmn
2583,我希望人们满意。,cmn
2584,我有一個主意。,cmn
